Initialize dataset with 532673 characters, 55 unique.
train.py:81: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-29 23:28] Train Step 0000/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 804.79, Accuracy = 0.02, Loss = 4.032
[2019-11-29 23:47] Train Step 1660/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6990.69, Accuracy = 0.71, Loss = 0.888
[2019-11-29 23:47] Train Step 1665/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6778.33, Accuracy = 0.71, Loss = 0.903
[2019-11-29 23:47] Train Step 1670/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6790.85, Accuracy = 0.70, Loss = 0.921
[2019-11-29 23:47] Train Step 1675/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6784.16, Accuracy = 0.69, Loss = 0.915
[2019-11-29 23:47] Train Step 1680/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6766.71, Accuracy = 0.71, Loss = 0.927
[2019-11-29 23:47] Train Step 1685/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6791.71, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:47] Train Step 1690/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6817.75, Accuracy = 0.70, Loss = 0.924
[2019-11-29 23:47] Train Step 1695/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6890.56, Accuracy = 0.71, Loss = 0.898
[2019-11-29 23:47] Train Step 1700/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6841.39, Accuracy = 0.69, Loss = 0.969
GENERATED SENTENCE at step 1700 ------- f about which a number of project gutenberg-tm ele

[2019-11-29 23:47] Train Step 1705/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6925.76, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:47] Train Step 1710/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6904.03, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:47] Train Step 1715/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6938.11, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:47] Train Step 1720/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6918.44, Accuracy = 0.69, Loss = 0.931
[2019-11-29 23:47] Train Step 1725/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6949.61, Accuracy = 0.70, Loss = 0.919
[2019-11-29 23:47] Train Step 1730/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6965.84, Accuracy = 0.71, Loss = 0.912
[2019-11-29 23:47] Train Step 1735/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6993.60, Accuracy = 0.72, Loss = 0.883
[2019-11-29 23:47] Train Step 1740/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7067.25, Accuracy = 0.71, Loss = 0.909
[2019-11-29 23:47] Train Step 1745/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6999.80, Accuracy = 0.70, Loss = 0.892
[2019-11-29 23:47] Train Step 1750/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7059.45, Accuracy = 0.72, Loss = 0.906
[2019-11-29 23:47] Train Step 1755/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6963.49, Accuracy = 0.70, Loss = 0.898
[2019-11-29 23:47] Train Step 1760/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6439.62, Accuracy = 0.71, Loss = 0.886
[2019-11-29 23:47] Train Step 1765/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6797.56, Accuracy = 0.71, Loss = 0.899
[2019-11-29 23:47] Train Step 1770/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6788.10, Accuracy = 0.71, Loss = 0.894
[2019-11-29 23:47] Train Step 1775/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6803.07, Accuracy = 0.70, Loss = 0.920
[2019-11-29 23:47] Train Step 1780/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6770.98, Accuracy = 0.71, Loss = 0.933
[2019-11-29 23:47] Train Step 1785/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6834.42, Accuracy = 0.70, Loss = 0.940
[2019-11-29 23:47] Train Step 1790/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6832.33, Accuracy = 0.70, Loss = 0.959
[2019-11-29 23:47] Train Step 1795/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6861.15, Accuracy = 0.70, Loss = 0.905
[2019-11-29 23:47] Train Step 1800/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6833.20, Accuracy = 0.70, Loss = 0.946
GENERATED SENTENCE at step 1800 ------- 4.33. and when he had set one foot upon the walls,

[2019-11-29 23:47] Train Step 1805/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6910.78, Accuracy = 0.71, Loss = 0.927
[2019-11-29 23:47] Train Step 1810/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6882.08, Accuracy = 0.70, Loss = 0.920
[2019-11-29 23:47] Train Step 1815/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6921.65, Accuracy = 0.71, Loss = 0.879
[2019-11-29 23:47] Train Step 1820/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6929.15, Accuracy = 0.71, Loss = 0.905
[2019-11-29 23:47] Train Step 1825/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6968.19, Accuracy = 0.71, Loss = 0.921
[2019-11-29 23:47] Train Step 1830/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6939.19, Accuracy = 0.71, Loss = 0.900
[2019-11-29 23:47] Train Step 1835/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7032.44, Accuracy = 0.71, Loss = 0.909
[2019-11-29 23:47] Train Step 1840/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7045.00, Accuracy = 0.70, Loss = 0.893
[2019-11-29 23:47] Train Step 1845/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6986.14, Accuracy = 0.70, Loss = 0.919
[2019-11-29 23:47] Train Step 1850/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6997.80, Accuracy = 0.72, Loss = 0.891
[2019-11-29 23:47] Train Step 1855/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6944.39, Accuracy = 0.72, Loss = 0.881
[2019-11-29 23:47] Train Step 1860/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6765.52, Accuracy = 0.71, Loss = 0.905
[2019-11-29 23:47] Train Step 1865/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6808.42, Accuracy = 0.70, Loss = 0.949
[2019-11-29 23:47] Train Step 1870/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6791.88, Accuracy = 0.71, Loss = 0.920
[2019-11-29 23:47] Train Step 1875/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6808.42, Accuracy = 0.71, Loss = 0.900
[2019-11-29 23:47] Train Step 1880/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6808.94, Accuracy = 0.69, Loss = 0.949
[2019-11-29 23:47] Train Step 1885/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6866.76, Accuracy = 0.70, Loss = 0.891
[2019-11-29 23:47] Train Step 1890/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6829.03, Accuracy = 0.70, Loss = 0.951
[2019-11-29 23:47] Train Step 1895/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6812.22, Accuracy = 0.70, Loss = 0.913
[2019-11-29 23:47] Train Step 1900/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6785.18, Accuracy = 0.72, Loss = 0.885
GENERATED SENTENCE at step 1900 ------- whe! said the mother, and the cook was gone, she w

[2019-11-29 23:47] Train Step 1905/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6911.31, Accuracy = 0.71, Loss = 0.880
[2019-11-29 23:47] Train Step 1910/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6925.22, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:47] Train Step 1915/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6946.37, Accuracy = 0.71, Loss = 0.892
[2019-11-29 23:47] Train Step 1920/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6862.37, Accuracy = 0.72, Loss = 0.886
[2019-11-29 23:47] Train Step 1925/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6992.33, Accuracy = 0.70, Loss = 0.942
[2019-11-29 23:47] Train Step 1930/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6990.32, Accuracy = 0.70, Loss = 0.905
[2019-11-29 23:47] Train Step 1935/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7021.22, Accuracy = 0.72, Loss = 0.889
[2019-11-29 23:47] Train Step 1940/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7019.20, Accuracy = 0.72, Loss = 0.908
[2019-11-29 23:47] Train Step 1945/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6942.24, Accuracy = 0.70, Loss = 0.930
[2019-11-29 23:47] Train Step 1950/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6980.87, Accuracy = 0.70, Loss = 0.943
[2019-11-29 23:47] Train Step 1955/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6933.45, Accuracy = 0.70, Loss = 0.906
[2019-11-29 23:47] Train Step 1960/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6963.67, Accuracy = 0.69, Loss = 0.948
[2019-11-29 23:47] Train Step 1965/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6977.61, Accuracy = 0.71, Loss = 0.894
[2019-11-29 23:47] Train Step 1970/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7002.72, Accuracy = 0.70, Loss = 0.932
[2019-11-29 23:47] Train Step 1975/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7021.04, Accuracy = 0.72, Loss = 0.889
[2019-11-29 23:47] Train Step 1980/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6977.61, Accuracy = 0.71, Loss = 0.907
[2019-11-29 23:48] Train Step 1985/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7039.82, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:48] Train Step 1990/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6807.21, Accuracy = 0.70, Loss = 0.908
[2019-11-29 23:48] Train Step 1995/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6864.13, Accuracy = 0.70, Loss = 0.948
[2019-11-29 23:48] Train Step 2000/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6825.38, Accuracy = 0.70, Loss = 0.929
GENERATED SENTENCE at step 2000 ------- 25 cook through the window-seat and said: i have t

[2019-11-29 23:48] Train Step 2005/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6911.14, Accuracy = 0.70, Loss = 0.955
[2019-11-29 23:48] Train Step 2010/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6913.98, Accuracy = 0.73, Loss = 0.888
[2019-11-29 23:48] Train Step 2015/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6952.31, Accuracy = 0.70, Loss = 0.918
[2019-11-29 23:48] Train Step 2020/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6934.17, Accuracy = 0.68, Loss = 0.966
[2019-11-29 23:48] Train Step 2025/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6990.32, Accuracy = 0.71, Loss = 0.904
[2019-11-29 23:48] Train Step 2030/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7022.88, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:48] Train Step 2035/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7061.86, Accuracy = 0.72, Loss = 0.917
[2019-11-29 23:48] Train Step 2040/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7016.82, Accuracy = 0.69, Loss = 0.913
[2019-11-29 23:48] Train Step 2045/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7000.17, Accuracy = 0.70, Loss = 0.913
[2019-11-29 23:48] Train Step 2050/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6987.05, Accuracy = 0.72, Loss = 0.900
[2019-11-29 23:48] Train Step 2055/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6933.99, Accuracy = 0.71, Loss = 0.898
[2019-11-29 23:48] Train Step 2060/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6972.35, Accuracy = 0.71, Loss = 0.939
[2019-11-29 23:48] Train Step 2065/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6937.93, Accuracy = 0.70, Loss = 0.918
[2019-11-29 23:48] Train Step 2070/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7020.31, Accuracy = 0.70, Loss = 0.922
[2019-11-29 23:48] Train Step 2075/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6835.81, Accuracy = 0.71, Loss = 0.952
[2019-11-29 23:48] Train Step 2080/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6804.97, Accuracy = 0.70, Loss = 0.916
[2019-11-29 23:48] Train Step 2085/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6821.74, Accuracy = 0.71, Loss = 0.911
[2019-11-29 23:48] Train Step 2090/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6822.09, Accuracy = 0.72, Loss = 0.882
[2019-11-29 23:48] Train Step 2095/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6784.33, Accuracy = 0.71, Loss = 0.917
[2019-11-29 23:48] Train Step 2100/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6805.83, Accuracy = 0.70, Loss = 0.901
GENERATED SENTENCE at step 2100 ------- @p in vain wished for the third child. then he tol

[2019-11-29 23:48] Train Step 2105/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6915.94, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:48] Train Step 2110/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6890.38, Accuracy = 0.72, Loss = 0.894
[2019-11-29 23:48] Train Step 2115/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6996.88, Accuracy = 0.72, Loss = 0.875
[2019-11-29 23:48] Train Step 2120/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6979.78, Accuracy = 0.69, Loss = 0.925
[2019-11-29 23:48] Train Step 2125/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6814.99, Accuracy = 0.71, Loss = 0.908
[2019-11-29 23:48] Train Step 2130/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6836.51, Accuracy = 0.70, Loss = 0.947
[2019-11-29 23:48] Train Step 2135/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6831.29, Accuracy = 0.70, Loss = 0.901
[2019-11-29 23:48] Train Step 2140/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6778.50, Accuracy = 0.71, Loss = 0.883
[2019-11-29 23:48] Train Step 2145/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6678.50, Accuracy = 0.72, Loss = 0.894
[2019-11-29 23:48] Train Step 2150/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6630.82, Accuracy = 0.71, Loss = 0.892
[2019-11-29 23:48] Train Step 2155/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6797.38, Accuracy = 0.72, Loss = 0.864
[2019-11-29 23:48] Train Step 2160/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6840.17, Accuracy = 0.71, Loss = 0.909
[2019-11-29 23:48] Train Step 2165/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6838.25, Accuracy = 0.70, Loss = 0.937
[2019-11-29 23:48] Train Step 2170/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6849.24, Accuracy = 0.71, Loss = 0.897
[2019-11-29 23:48] Train Step 2175/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6824.34, Accuracy = 0.72, Loss = 0.900
[2019-11-29 23:48] Train Step 2180/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6686.81, Accuracy = 0.72, Loss = 0.876
[2019-11-29 23:48] Train Step 2185/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6769.27, Accuracy = 0.70, Loss = 0.951
[2019-11-29 23:48] Train Step 2190/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6789.65, Accuracy = 0.70, Loss = 0.897
[2019-11-29 23:48] Train Step 2195/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6829.03, Accuracy = 0.71, Loss = 0.907
[2019-11-29 23:48] Train Step 2200/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6832.16, Accuracy = 0.71, Loss = 0.875
GENERATED SENTENCE at step 2200 ------- an the fox said, i will take you for a long time, 

[2019-11-29 23:48] Train Step 2205/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6954.65, Accuracy = 0.71, Loss = 0.907
[2019-11-29 23:48] Train Step 2210/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6863.60, Accuracy = 0.70, Loss = 0.945
[2019-11-29 23:48] Train Step 2215/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6882.43, Accuracy = 0.69, Loss = 0.945
[2019-11-29 23:48] Train Step 2220/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6902.96, Accuracy = 0.71, Loss = 0.909
[2019-11-29 23:48] Train Step 2225/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6873.09, Accuracy = 0.71, Loss = 0.908
[2019-11-29 23:48] Train Step 2230/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6966.92, Accuracy = 0.69, Loss = 0.973
[2019-11-29 23:48] Train Step 2235/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6958.43, Accuracy = 0.70, Loss = 0.903
[2019-11-29 23:48] Train Step 2240/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7011.32, Accuracy = 0.69, Loss = 0.914
[2019-11-29 23:48] Train Step 2245/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6988.50, Accuracy = 0.70, Loss = 0.919
[2019-11-29 23:48] Train Step 2250/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7039.82, Accuracy = 0.70, Loss = 0.954
[2019-11-29 23:48] Train Step 2255/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6975.97, Accuracy = 0.71, Loss = 0.906
[2019-11-29 23:48] Train Step 2260/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6956.81, Accuracy = 0.69, Loss = 0.927
[2019-11-29 23:48] Train Step 2265/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7024.53, Accuracy = 0.70, Loss = 0.941
[2019-11-29 23:48] Train Step 2270/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7053.33, Accuracy = 0.71, Loss = 0.897
[2019-11-29 23:48] Train Step 2275/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7013.89, Accuracy = 0.71, Loss = 0.877
[2019-11-29 23:48] Train Step 2280/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6908.82, Accuracy = 0.72, Loss = 0.891
[2019-11-29 23:48] Train Step 2285/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6952.13, Accuracy = 0.71, Loss = 0.899
[2019-11-29 23:48] Train Step 2290/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6920.58, Accuracy = 0.71, Loss = 0.886
[2019-11-29 23:48] Train Step 2295/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6963.13, Accuracy = 0.69, Loss = 0.941
[2019-11-29 23:48] Train Step 2300/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7030.42, Accuracy = 0.71, Loss = 0.865
GENERATED SENTENCE at step 2300 ------- ounded, and said, let me live and the sparrow said

[2019-11-29 23:48] Train Step 2305/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6926.29, Accuracy = 0.69, Loss = 0.952
[2019-11-29 23:48] Train Step 2310/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6985.23, Accuracy = 0.71, Loss = 0.893
[2019-11-29 23:48] Train Step 2315/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6992.33, Accuracy = 0.70, Loss = 0.923
[2019-11-29 23:48] Train Step 2320/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6943.13, Accuracy = 0.71, Loss = 0.890
[2019-11-29 23:48] Train Step 2325/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6961.14, Accuracy = 0.71, Loss = 0.924
[2019-11-29 23:48] Train Step 2330/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6966.74, Accuracy = 0.70, Loss = 0.912
[2019-11-29 23:48] Train Step 2335/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6973.44, Accuracy = 0.71, Loss = 0.894
[2019-11-29 23:48] Train Step 2340/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6983.96, Accuracy = 0.73, Loss = 0.876
[2019-11-29 23:48] Train Step 2345/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6930.41, Accuracy = 0.69, Loss = 0.918
[2019-11-29 23:48] Train Step 2350/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6994.33, Accuracy = 0.70, Loss = 0.940
[2019-11-29 23:48] Train Step 2355/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6959.15, Accuracy = 0.71, Loss = 0.903
[2019-11-29 23:48] Train Step 2360/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6994.51, Accuracy = 0.72, Loss = 0.892
[2019-11-29 23:48] Train Step 2365/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7045.00, Accuracy = 0.72, Loss = 0.880
[2019-11-29 23:48] Train Step 2370/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7055.55, Accuracy = 0.71, Loss = 0.907
[2019-11-29 23:48] Train Step 2375/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7053.88, Accuracy = 0.71, Loss = 0.919
[2019-11-29 23:48] Train Step 2380/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6948.89, Accuracy = 0.71, Loss = 0.904
[2019-11-29 23:48] Train Step 2385/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6937.39, Accuracy = 0.70, Loss = 0.915
[2019-11-29 23:48] Train Step 2390/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6928.98, Accuracy = 0.70, Loss = 0.947
[2019-11-29 23:48] Train Step 2395/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6975.07, Accuracy = 0.70, Loss = 0.943
[2019-11-29 23:48] Train Step 2400/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 7016.64, Accuracy = 0.72, Loss = 0.864
GENERATED SENTENCE at step 2400 ------- 251.d. 1.e.7. do not come to the castle, and the s

[2019-11-29 23:48] Train Step 2405/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6822.09, Accuracy = 0.71, Loss = 0.899
[2019-11-29 23:48] Train Step 2410/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6817.41, Accuracy = 0.71, Loss = 0.886
[2019-11-29 23:48] Train Step 2415/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6792.91, Accuracy = 0.71, Loss = 0.911
[2019-11-29 23:48] Train Step 2420/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6762.45, Accuracy = 0.72, Loss = 0.914
[2019-11-29 23:48] Train Step 2425/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6790.51, Accuracy = 0.71, Loss = 0.906
[2019-11-29 23:48] Train Step 2430/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6804.10, Accuracy = 0.71, Loss = 0.929
[2019-11-29 23:48] Train Step 2435/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6810.14, Accuracy = 0.72, Loss = 0.869
[2019-11-29 23:48] Train Step 2440/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6826.25, Accuracy = 0.72, Loss = 0.912
[2019-11-29 23:48] Train Step 2445/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6779.87, Accuracy = 0.71, Loss = 0.900
[2019-11-29 23:48] Train Step 2450/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6856.41, Accuracy = 0.71, Loss = 0.879
[2019-11-29 23:48] Train Step 2455/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6830.07, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:48] Train Step 2460/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6851.86, Accuracy = 0.70, Loss = 0.912
[2019-11-29 23:48] Train Step 2465/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6798.42, Accuracy = 0.70, Loss = 0.927
[2019-11-29 23:48] Train Step 2470/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6615.78, Accuracy = 0.70, Loss = 0.917
[2019-11-29 23:48] Train Step 2475/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6798.76, Accuracy = 0.71, Loss = 0.899
[2019-11-29 23:48] Train Step 2480/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6799.28, Accuracy = 0.71, Loss = 0.893
[2019-11-29 23:48] Train Step 2485/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6822.95, Accuracy = 0.71, Loss = 0.903
[2019-11-29 23:48] Train Step 2490/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6812.05, Accuracy = 0.70, Loss = 0.952
[2019-11-29 23:48] Train Step 2495/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6845.40, Accuracy = 0.70, Loss = 0.933
[2019-11-29 23:48] Train Step 2500/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6837.55, Accuracy = 0.71, Loss = 0.902
GENERATED SENTENCE at step 2500 ------- 25! yes, said the fisherman, and he had the same t

[2019-11-29 23:48] Train Step 2505/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6762.45, Accuracy = 0.72, Loss = 0.894
[2019-11-29 23:48] Train Step 2510/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6759.04, Accuracy = 0.71, Loss = 0.903
[2019-11-29 23:48] Train Step 2515/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6785.53, Accuracy = 0.69, Loss = 0.955
[2019-11-29 23:48] Train Step 2520/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6796.18, Accuracy = 0.71, Loss = 0.882
[2019-11-29 23:48] Train Step 2525/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6787.93, Accuracy = 0.72, Loss = 0.885
[2019-11-29 23:48] Train Step 2530/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6851.86, Accuracy = 0.71, Loss = 0.908
[2019-11-29 23:48] Train Step 2535/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6860.62, Accuracy = 0.71, Loss = 0.900
[2019-11-29 23:48] Train Step 2540/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6834.42, Accuracy = 0.70, Loss = 0.940
[2019-11-29 23:48] Train Step 2545/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6753.60, Accuracy = 0.69, Loss = 0.951
[2019-11-29 23:48] Train Step 2550/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6763.64, Accuracy = 0.70, Loss = 0.906
[2019-11-29 23:48] Train Step 2555/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6735.98, Accuracy = 0.71, Loss = 0.932
[2019-11-29 23:48] Train Step 2560/1000000, Epoch 11 Batch Size = 64, Examples/Sec = 6789.30, Accuracy = 0.71, Loss = 0.910
