dnn_hidden_units : 100
learning_rate : 0.002
max_steps : 1500
batch_size : 200
eval_freq : 1
data_dir : ./cifar10/cifar-10-batches-py
neg_slope : 0.02
plot : 1
n_inputs 3072, n_classes 10
[DEBUG] start training
iter 0, avg loss train 2.3026090892140365, test loss 2.302488196494763, train acc 0.065, test acc 0.1601
iter 836, avg loss train 1.6430000990544746, test loss 1.5193844460686001, train acc 0.445, test acc 0.4629
iter 837, avg loss train 1.6427511537995259, test loss 1.4987138712942105, train acc 0.47, test acc 0.4741
iter 838, avg loss train 1.642436652607131, test loss 1.5804429792964827, train acc 0.545, test acc 0.4433
iter 839, avg loss train 1.6423460079915788, test loss 1.5708794592407473, train acc 0.485, test acc 0.4584
iter 840, avg loss train 1.6421195642242161, test loss 1.519540004258818, train acc 0.535, test acc 0.463
iter 841, avg loss train 1.6421349367757232, test loss 1.6133156348093192, train acc 0.45, test acc 0.4306
iter 842, avg loss train 1.6420409743399726, test loss 1.6335243311539553, train acc 0.495, test acc 0.4297
iter 843, avg loss train 1.642195833540432, test loss 1.5569739630602606, train acc 0.435, test acc 0.4517
iter 844, avg loss train 1.6419637992445484, test loss 1.6712095679968373, train acc 0.495, test acc 0.4195
iter 845, avg loss train 1.641871269442063, test loss 1.7415226480557078, train acc 0.415, test acc 0.4107
iter 846, avg loss train 1.6418241604863304, test loss 1.611952639572073, train acc 0.46, test acc 0.4557
iter 847, avg loss train 1.6416399096985994, test loss 1.531351466150554, train acc 0.485, test acc 0.4598
iter 848, avg loss train 1.6413422097204384, test loss 1.5144487141727947, train acc 0.53, test acc 0.4654
iter 849, avg loss train 1.6411226505143672, test loss 1.5054955885948236, train acc 0.48, test acc 0.4709
iter 850, avg loss train 1.6409193111916516, test loss 1.5005330629298532, train acc 0.5, test acc 0.4681
iter 851, avg loss train 1.6407862815008756, test loss 1.5162650689061805, train acc 0.475, test acc 0.463
iter 852, avg loss train 1.6405007271291967, test loss 1.627810975282474, train acc 0.47, test acc 0.4289
iter 853, avg loss train 1.6402910361904615, test loss 1.5214077692393053, train acc 0.485, test acc 0.4656
iter 854, avg loss train 1.6400504724292215, test loss 1.4835653502681967, train acc 0.515, test acc 0.4809
iter 855, avg loss train 1.6400045002349086, test loss 1.4959672606684806, train acc 0.44, test acc 0.4724
iter 856, avg loss train 1.6399699427750403, test loss 1.4917183424911187, train acc 0.455, test acc 0.4733
iter 857, avg loss train 1.6396535359266093, test loss 1.531871816688553, train acc 0.515, test acc 0.4701
iter 858, avg loss train 1.6394666563177973, test loss 1.5265171157253863, train acc 0.56, test acc 0.459
iter 859, avg loss train 1.6391015685237964, test loss 1.5679310704463947, train acc 0.525, test acc 0.4432
iter 860, avg loss train 1.6388915580556995, test loss 1.567321359028342, train acc 0.525, test acc 0.4451
iter 861, avg loss train 1.6385408593068855, test loss 1.5729754318197302, train acc 0.525, test acc 0.4505
iter 862, avg loss train 1.638589389359979, test loss 1.673785530293189, train acc 0.41, test acc 0.4231
iter 863, avg loss train 1.6386318622391443, test loss 1.683377260579689, train acc 0.43, test acc 0.4293
iter 864, avg loss train 1.638625818249673, test loss 1.6829115227715283, train acc 0.405, test acc 0.4123
iter 865, avg loss train 1.638720075346693, test loss 1.7233360775331255, train acc 0.48, test acc 0.423
iter 866, avg loss train 1.638708362335459, test loss 1.7079178700619544, train acc 0.44, test acc 0.4112
iter 867, avg loss train 1.6386312061699242, test loss 1.6321935632375517, train acc 0.455, test acc 0.4267
iter 868, avg loss train 1.6383908580976791, test loss 1.558740356184353, train acc 0.485, test acc 0.453
iter 869, avg loss train 1.6382489719095061, test loss 1.5564997093331665, train acc 0.48, test acc 0.4548
iter 870, avg loss train 1.6380766423781368, test loss 1.5745270809251897, train acc 0.46, test acc 0.4467
iter 871, avg loss train 1.6378878320397816, test loss 1.5884795551900173, train acc 0.53, test acc 0.449
iter 872, avg loss train 1.6378305913405653, test loss 1.598504547444984, train acc 0.43, test acc 0.437
iter 873, avg loss train 1.637805069170395, test loss 1.5568482814258722, train acc 0.47, test acc 0.4561
iter 874, avg loss train 1.6377068988906678, test loss 1.6641005776773974, train acc 0.505, test acc 0.4274
iter 875, avg loss train 1.6375539849046963, test loss 1.5789782281512685, train acc 0.485, test acc 0.4593
iter 876, avg loss train 1.6374560776650875, test loss 1.5376415869517244, train acc 0.5, test acc 0.4574
iter 877, avg loss train 1.6372499590724, test loss 1.532543273014451, train acc 0.475, test acc 0.4563
iter 878, avg loss train 1.6371690313065872, test loss 1.587944209648224, train acc 0.425, test acc 0.4303
iter 879, avg loss train 1.6370211641086516, test loss 1.4948347505972757, train acc 0.43, test acc 0.4725
iter 880, avg loss train 1.6368189280428984, test loss 1.5637638001389935, train acc 0.43, test acc 0.4482
iter 881, avg loss train 1.6366051885093653, test loss 1.4776252282343705, train acc 0.485, test acc 0.4802
iter 882, avg loss train 1.6362849567646054, test loss 1.5220435502516365, train acc 0.535, test acc 0.4674
iter 883, avg loss train 1.63612784879265, test loss 1.567453059469766, train acc 0.475, test acc 0.4486
iter 884, avg loss train 1.6360571805249602, test loss 1.5160949369922647, train acc 0.445, test acc 0.4625
iter 885, avg loss train 1.635908869820794, test loss 1.519687140415131, train acc 0.425, test acc 0.4638
iter 886, avg loss train 1.6358473733127905, test loss 1.5430940381394993, train acc 0.465, test acc 0.4542
iter 887, avg loss train 1.6357741570388706, test loss 1.5868124000031771, train acc 0.445, test acc 0.4358
iter 888, avg loss train 1.635703444494368, test loss 1.5777188433608307, train acc 0.41, test acc 0.452
iter 889, avg loss train 1.6357172923022318, test loss 1.5853668830562824, train acc 0.445, test acc 0.4396
iter 890, avg loss train 1.635567243222638, test loss 1.5732560387034868, train acc 0.415, test acc 0.4564
iter 891, avg loss train 1.635366862114845, test loss 1.5557176940922521, train acc 0.49, test acc 0.4545
iter 892, avg loss train 1.635177567181616, test loss 1.5365750365224493, train acc 0.51, test acc 0.4568
iter 893, avg loss train 1.6350171290482731, test loss 1.6027801918824485, train acc 0.51, test acc 0.4529
iter 894, avg loss train 1.6348999637335055, test loss 1.598415168140971, train acc 0.455, test acc 0.4435
iter 895, avg loss train 1.6347368600177854, test loss 1.5378608994572252, train acc 0.46, test acc 0.4544
iter 896, avg loss train 1.6346598865775366, test loss 1.5598310622106393, train acc 0.445, test acc 0.453
iter 897, avg loss train 1.6344000097129858, test loss 1.5416371007539635, train acc 0.53, test acc 0.4525
iter 898, avg loss train 1.6342263089312896, test loss 1.5280246093035372, train acc 0.47, test acc 0.4582
iter 899, avg loss train 1.6341331037821738, test loss 1.5073323666759197, train acc 0.44, test acc 0.463
iter 900, avg loss train 1.6340246906054612, test loss 1.5138663013578115, train acc 0.465, test acc 0.4603
iter 901, avg loss train 1.6336823094453767, test loss 1.5684067141697413, train acc 0.55, test acc 0.4506
iter 902, avg loss train 1.6335151022588994, test loss 1.6137959332397367, train acc 0.435, test acc 0.4287
iter 903, avg loss train 1.6335005446546695, test loss 1.512136971988211, train acc 0.42, test acc 0.4594
iter 904, avg loss train 1.633557478968619, test loss 1.5242149877476163, train acc 0.39, test acc 0.4603
iter 905, avg loss train 1.6333911943826354, test loss 1.5300715207478375, train acc 0.455, test acc 0.4574
iter 906, avg loss train 1.633143212589921, test loss 1.5481653533480098, train acc 0.545, test acc 0.4544
iter 907, avg loss train 1.632977481387942, test loss 1.5278535078877005, train acc 0.505, test acc 0.4567
iter 908, avg loss train 1.632773951606358, test loss 1.588760510995355, train acc 0.495, test acc 0.4518
iter 909, avg loss train 1.6326926059700597, test loss 1.5008153699007531, train acc 0.46, test acc 0.4698
iter 910, avg loss train 1.632557787322823, test loss 1.5021974349123097, train acc 0.485, test acc 0.4674
iter 911, avg loss train 1.6323611153450397, test loss 1.5155185433865748, train acc 0.505, test acc 0.4768
iter 912, avg loss train 1.6322865174311147, test loss 1.7386050142414013, train acc 0.505, test acc 0.418
iter 913, avg loss train 1.6325194942389751, test loss 1.852437004401798, train acc 0.37, test acc 0.4213
iter 914, avg loss train 1.6330312487065473, test loss 1.6145533956938993, train acc 0.44, test acc 0.4451
iter 915, avg loss train 1.633066713445735, test loss 1.8136056686748907, train acc 0.435, test acc 0.416
iter 916, avg loss train 1.6330832296793958, test loss 1.667461780542557, train acc 0.45, test acc 0.4251
iter 917, avg loss train 1.632826785134147, test loss 1.6100847916076833, train acc 0.505, test acc 0.4376
iter 918, avg loss train 1.6326030423064557, test loss 1.537482534301284, train acc 0.495, test acc 0.4616
iter 919, avg loss train 1.6325268981122305, test loss 1.5252209173063245, train acc 0.425, test acc 0.463
iter 920, avg loss train 1.6322931494096176, test loss 1.5354342515719444, train acc 0.505, test acc 0.4598
iter 921, avg loss train 1.6320614589992652, test loss 1.5041592012590337, train acc 0.475, test acc 0.4705
iter 922, avg loss train 1.6319417657438577, test loss 1.5526942420908747, train acc 0.46, test acc 0.4524
iter 923, avg loss train 1.6318231742956728, test loss 1.608367424689361, train acc 0.45, test acc 0.4404
iter 924, avg loss train 1.6315967096046426, test loss 1.548611777962284, train acc 0.465, test acc 0.4633
iter 925, avg loss train 1.6314628220617564, test loss 1.5295909827794125, train acc 0.45, test acc 0.4627
iter 926, avg loss train 1.6313632410611278, test loss 1.5452946302980495, train acc 0.475, test acc 0.4491
iter 927, avg loss train 1.6311300657268093, test loss 1.474476976886174, train acc 0.475, test acc 0.4821
iter 928, avg loss train 1.6309064588293134, test loss 1.4846907003399412, train acc 0.535, test acc 0.4782
iter 929, avg loss train 1.6307197727967426, test loss 1.4950938804117155, train acc 0.47, test acc 0.4649
iter 930, avg loss train 1.630568409319209, test loss 1.5995071774401992, train acc 0.465, test acc 0.4401
iter 931, avg loss train 1.6305328355567252, test loss 1.5734244894765808, train acc 0.42, test acc 0.4503
iter 932, avg loss train 1.6305227027556275, test loss 1.6374573363772478, train acc 0.455, test acc 0.4264
iter 933, avg loss train 1.630511081322408, test loss 1.6367681319764225, train acc 0.48, test acc 0.4426
iter 934, avg loss train 1.630601238760835, test loss 1.6645340169602885, train acc 0.455, test acc 0.4348
iter 935, avg loss train 1.630537256465829, test loss 1.6186400470300297, train acc 0.445, test acc 0.4344
iter 936, avg loss train 1.630305763365443, test loss 1.552420578663374, train acc 0.46, test acc 0.4532
iter 937, avg loss train 1.6301834585209147, test loss 1.5458791186602014, train acc 0.455, test acc 0.4549
iter 938, avg loss train 1.629909553735747, test loss 1.5381202780810963, train acc 0.53, test acc 0.4677
iter 939, avg loss train 1.6299099846474783, test loss 1.6107275058289328, train acc 0.44, test acc 0.4371
iter 940, avg loss train 1.6297883579019616, test loss 1.5740452434968981, train acc 0.465, test acc 0.4373
iter 941, avg loss train 1.6296683751886372, test loss 1.5397594669729333, train acc 0.485, test acc 0.4601
iter 942, avg loss train 1.6294870262766028, test loss 1.534144974648725, train acc 0.495, test acc 0.4613
iter 943, avg loss train 1.6292184773823504, test loss 1.592761978042238, train acc 0.42, test acc 0.4394
iter 944, avg loss train 1.6292072574773153, test loss 1.5844751361809004, train acc 0.46, test acc 0.4449
iter 945, avg loss train 1.6291527088908362, test loss 1.5737191608533851, train acc 0.445, test acc 0.4438
iter 946, avg loss train 1.6291363928360891, test loss 1.5189844344682608, train acc 0.415, test acc 0.4709
iter 947, avg loss train 1.6288695966347786, test loss 1.5395093430645428, train acc 0.495, test acc 0.4604
iter 948, avg loss train 1.628577680558466, test loss 1.5713564630874062, train acc 0.52, test acc 0.4575
iter 949, avg loss train 1.6284033090279215, test loss 1.6095903722481408, train acc 0.45, test acc 0.4384
iter 950, avg loss train 1.6283900968116654, test loss 1.5011608195859278, train acc 0.42, test acc 0.4793
iter 951, avg loss train 1.6280912096032751, test loss 1.488412339515032, train acc 0.485, test acc 0.4718
iter 952, avg loss train 1.62801620635449, test loss 1.5130862074170377, train acc 0.47, test acc 0.4623
iter 953, avg loss train 1.6277496949841992, test loss 1.4890176732222549, train acc 0.505, test acc 0.4812
iter 954, avg loss train 1.6275144199258607, test loss 1.5201912015071524, train acc 0.5, test acc 0.4651
iter 955, avg loss train 1.6272454633016136, test loss 1.461651503179132, train acc 0.5, test acc 0.4848
iter 956, avg loss train 1.627089478036257, test loss 1.5379433766237582, train acc 0.48, test acc 0.4649
iter 957, avg loss train 1.6270080747475928, test loss 1.585501713242055, train acc 0.465, test acc 0.451
iter 958, avg loss train 1.6269662646718865, test loss 1.5575917219913002, train acc 0.4, test acc 0.4541
iter 959, avg loss train 1.6268436676826132, test loss 1.657138487400568, train acc 0.47, test acc 0.4284
iter 960, avg loss train 1.6269069930082156, test loss 1.5752225931891721, train acc 0.44, test acc 0.4372
iter 961, avg loss train 1.6269037202116483, test loss 1.5428838684933688, train acc 0.43, test acc 0.4549
iter 962, avg loss train 1.6267007028965388, test loss 1.5687339762352732, train acc 0.485, test acc 0.4428
iter 963, avg loss train 1.6266226403717035, test loss 1.5577380748942093, train acc 0.435, test acc 0.4592
iter 964, avg loss train 1.6264374675720328, test loss 1.572343573447386, train acc 0.47, test acc 0.4637
iter 965, avg loss train 1.6263661263080937, test loss 1.6303961533476856, train acc 0.43, test acc 0.4438
iter 966, avg loss train 1.6262334143977155, test loss 1.5492370021703639, train acc 0.465, test acc 0.4522
iter 967, avg loss train 1.6260653463084187, test loss 1.51630973901542, train acc 0.505, test acc 0.4617
iter 968, avg loss train 1.6257980327995658, test loss 1.6372875240862785, train acc 0.54, test acc 0.4258
iter 969, avg loss train 1.6258556685064944, test loss 1.604195319866761, train acc 0.445, test acc 0.4464
iter 970, avg loss train 1.6258908363527182, test loss 1.7235744928403347, train acc 0.395, test acc 0.402
iter 971, avg loss train 1.626115837363825, test loss 1.6095669075001569, train acc 0.39, test acc 0.4344
iter 972, avg loss train 1.6259591592256912, test loss 1.5843251681867137, train acc 0.42, test acc 0.4393
iter 973, avg loss train 1.625870118346715, test loss 1.5447736022413814, train acc 0.405, test acc 0.4492
iter 974, avg loss train 1.6257606574541383, test loss 1.4918341123787018, train acc 0.43, test acc 0.4799
iter 975, avg loss train 1.6255034041323067, test loss 1.4942020776642848, train acc 0.54, test acc 0.4714
iter 976, avg loss train 1.6252602216771759, test loss 1.5337561645200668, train acc 0.52, test acc 0.4576
iter 977, avg loss train 1.625111933945171, test loss 1.5318647939690064, train acc 0.42, test acc 0.4703
iter 978, avg loss train 1.6251402637906298, test loss 1.5511274386437472, train acc 0.405, test acc 0.4475
iter 979, avg loss train 1.6249105076011232, test loss 1.5471407667834598, train acc 0.515, test acc 0.4527
iter 980, avg loss train 1.6247147023835973, test loss 1.5771463741197682, train acc 0.515, test acc 0.449
iter 981, avg loss train 1.6246944961513685, test loss 1.734089548826286, train acc 0.505, test acc 0.42
iter 982, avg loss train 1.624746213386281, test loss 1.5975177976312713, train acc 0.45, test acc 0.4425
iter 983, avg loss train 1.6247047752632504, test loss 1.5605150999338393, train acc 0.445, test acc 0.4463
iter 984, avg loss train 1.6245851858274447, test loss 1.6200490592651582, train acc 0.455, test acc 0.4455
iter 985, avg loss train 1.6246342526922826, test loss 1.6160718569974866, train acc 0.5, test acc 0.4347
iter 986, avg loss train 1.6245208900834245, test loss 1.5513284766967927, train acc 0.42, test acc 0.4579
iter 987, avg loss train 1.6244836685229032, test loss 1.5662415204197768, train acc 0.45, test acc 0.4492
iter 988, avg loss train 1.6245540409571506, test loss 1.5763657629303518, train acc 0.405, test acc 0.4459
iter 989, avg loss train 1.6244909405695285, test loss 1.568621878008965, train acc 0.46, test acc 0.4452
iter 990, avg loss train 1.6243165926962324, test loss 1.4744144885118387, train acc 0.485, test acc 0.478
iter 991, avg loss train 1.6242825274936923, test loss 1.5281690099841154, train acc 0.465, test acc 0.4622
iter 992, avg loss train 1.6240286397918668, test loss 1.5256528214788123, train acc 0.53, test acc 0.4598
iter 993, avg loss train 1.6238755842707415, test loss 1.5543031221064008, train acc 0.465, test acc 0.4538
iter 994, avg loss train 1.6237940420146881, test loss 1.5458370829911026, train acc 0.47, test acc 0.4627
iter 995, avg loss train 1.6235938116698292, test loss 1.5834735966458164, train acc 0.49, test acc 0.4405
iter 996, avg loss train 1.6233783592228967, test loss 1.5251652961665025, train acc 0.505, test acc 0.4658
iter 997, avg loss train 1.623266025837896, test loss 1.4907483057696835, train acc 0.48, test acc 0.4774
iter 998, avg loss train 1.6230343577181972, test loss 1.5377905782280423, train acc 0.505, test acc 0.464
iter 999, avg loss train 1.6228826999877988, test loss 1.4780435718110059, train acc 0.455, test acc 0.4858
iter 1000, avg loss train 1.6226291646042197, test loss 1.5036318422386115, train acc 0.51, test acc 0.4673
iter 1001, avg loss train 1.6222921670768404, test loss 1.486520231075079, train acc 0.56, test acc 0.4798
iter 1002, avg loss train 1.622016010401192, test loss 1.4938191681756554, train acc 0.55, test acc 0.4759
iter 1003, avg loss train 1.621801354365689, test loss 1.4790425001012204, train acc 0.545, test acc 0.4832
iter 1004, avg loss train 1.6216186334373914, test loss 1.4830509628378439, train acc 0.505, test acc 0.4787
iter 1005, avg loss train 1.6213176750885638, test loss 1.4787545943169176, train acc 0.505, test acc 0.4822
iter 1006, avg loss train 1.6210240486918142, test loss 1.5164195632047404, train acc 0.57, test acc 0.4617
iter 1007, avg loss train 1.6207911468024436, test loss 1.5184535731793412, train acc 0.51, test acc 0.4671
iter 1008, avg loss train 1.6205837636391618, test loss 1.5718535942214593, train acc 0.495, test acc 0.4508
iter 1009, avg loss train 1.6205481957821328, test loss 1.6536988283555227, train acc 0.49, test acc 0.4329
iter 1010, avg loss train 1.6204434242293788, test loss 1.493588269593351, train acc 0.475, test acc 0.4733
iter 1011, avg loss train 1.6201337385748558, test loss 1.461253187955518, train acc 0.57, test acc 0.4868
iter 1012, avg loss train 1.6200252498025391, test loss 1.4899690143884972, train acc 0.485, test acc 0.4698
iter 1013, avg loss train 1.6196989372911312, test loss 1.5002623656215137, train acc 0.545, test acc 0.4796
iter 1014, avg loss train 1.6194245025198832, test loss 1.5398810541364758, train acc 0.55, test acc 0.461
iter 1015, avg loss train 1.6193375016316032, test loss 1.5953154675971293, train acc 0.455, test acc 0.4429
iter 1016, avg loss train 1.6192777232281046, test loss 1.5226984058908544, train acc 0.5, test acc 0.4602
iter 1017, avg loss train 1.619035480261632, test loss 1.5022304788760026, train acc 0.52, test acc 0.473
iter 1018, avg loss train 1.6188354141828134, test loss 1.5416198092522586, train acc 0.505, test acc 0.4558
iter 1019, avg loss train 1.6188737764730197, test loss 1.5074720954245318, train acc 0.44, test acc 0.4656
iter 1020, avg loss train 1.6185452888328207, test loss 1.5336378120539211, train acc 0.53, test acc 0.4521
iter 1021, avg loss train 1.6185122959353266, test loss 1.6161415708531177, train acc 0.44, test acc 0.441
iter 1022, avg loss train 1.6182404469749743, test loss 1.5195702582143706, train acc 0.505, test acc 0.4702
iter 1023, avg loss train 1.618050863356929, test loss 1.5619718814734482, train acc 0.495, test acc 0.4371
iter 1024, avg loss train 1.6178711843661633, test loss 1.501326909468502, train acc 0.435, test acc 0.4724
iter 1025, avg loss train 1.6177681492619886, test loss 1.5710664385185469, train acc 0.475, test acc 0.4452
iter 1026, avg loss train 1.6177483899056475, test loss 1.7043477007590386, train acc 0.435, test acc 0.4206
iter 1027, avg loss train 1.6176901343508665, test loss 1.5489278186889939, train acc 0.46, test acc 0.4561
iter 1028, avg loss train 1.6176013866103827, test loss 1.705007850403913, train acc 0.405, test acc 0.4287
iter 1029, avg loss train 1.6176120880906268, test loss 1.7568563373258854, train acc 0.405, test acc 0.4296
iter 1030, avg loss train 1.6175545522912942, test loss 1.587773678605107, train acc 0.51, test acc 0.4466
iter 1031, avg loss train 1.6174786564298722, test loss 1.5602524633915902, train acc 0.495, test acc 0.46
iter 1032, avg loss train 1.6173312847402261, test loss 1.6166830400361756, train acc 0.5, test acc 0.4467
iter 1033, avg loss train 1.6172504812753707, test loss 1.5287110910397517, train acc 0.49, test acc 0.4632
iter 1034, avg loss train 1.6169502802167368, test loss 1.4859488175257656, train acc 0.535, test acc 0.4713
iter 1035, avg loss train 1.6166888327203863, test loss 1.5534659489024216, train acc 0.535, test acc 0.4617
iter 1036, avg loss train 1.6165583692231638, test loss 1.619189429755132, train acc 0.485, test acc 0.4386
iter 1037, avg loss train 1.6163418937003808, test loss 1.6645580002391511, train acc 0.505, test acc 0.4201
iter 1038, avg loss train 1.616287240362333, test loss 1.5588287160121514, train acc 0.415, test acc 0.4541
iter 1039, avg loss train 1.6161015717736305, test loss 1.5305266449704078, train acc 0.525, test acc 0.4662
iter 1040, avg loss train 1.6158987006846406, test loss 1.546905967394666, train acc 0.51, test acc 0.4541
iter 1041, avg loss train 1.6158185377999612, test loss 1.570704044968306, train acc 0.48, test acc 0.4493
iter 1042, avg loss train 1.615557472501916, test loss 1.5429232612926498, train acc 0.485, test acc 0.4629
iter 1043, avg loss train 1.615229555704069, test loss 1.4950210353003208, train acc 0.535, test acc 0.4831
iter 1044, avg loss train 1.6150256999424863, test loss 1.5074100431738233, train acc 0.5, test acc 0.471
iter 1045, avg loss train 1.6148816413439229, test loss 1.5010663092572345, train acc 0.565, test acc 0.4762
iter 1046, avg loss train 1.6145411790888593, test loss 1.5108380072718168, train acc 0.525, test acc 0.4649
iter 1047, avg loss train 1.6144247710902393, test loss 1.5839595367111894, train acc 0.485, test acc 0.4444
iter 1048, avg loss train 1.6143021125096269, test loss 1.5629724661103122, train acc 0.48, test acc 0.4507
iter 1049, avg loss train 1.6142305371410604, test loss 1.5972014431644797, train acc 0.445, test acc 0.455
iter 1050, avg loss train 1.6140123744744554, test loss 1.5682979743899623, train acc 0.5, test acc 0.4531
iter 1051, avg loss train 1.6138047353578118, test loss 1.4984405222650485, train acc 0.495, test acc 0.4737
iter 1052, avg loss train 1.6136389065517338, test loss 1.5356115925134468, train acc 0.515, test acc 0.4666
iter 1053, avg loss train 1.613486079242123, test loss 1.6140860369190169, train acc 0.485, test acc 0.441
iter 1054, avg loss train 1.6133149532855675, test loss 1.6160049842232123, train acc 0.515, test acc 0.4348
iter 1055, avg loss train 1.613173400193823, test loss 1.5188416469259476, train acc 0.49, test acc 0.465
iter 1056, avg loss train 1.6131164449544733, test loss 1.4829068945780062, train acc 0.475, test acc 0.4763
iter 1057, avg loss train 1.6129551504581925, test loss 1.4830731162201207, train acc 0.47, test acc 0.4801
iter 1058, avg loss train 1.6127782656537175, test loss 1.6122258131876945, train acc 0.515, test acc 0.4375
iter 1059, avg loss train 1.6126959955247038, test loss 1.644252409887098, train acc 0.445, test acc 0.4309
iter 1060, avg loss train 1.612616102997853, test loss 1.5952515375772958, train acc 0.48, test acc 0.4524
iter 1061, avg loss train 1.6124548182959102, test loss 1.5757885630695, train acc 0.46, test acc 0.4388
iter 1062, avg loss train 1.612309024903368, test loss 1.5153278453237349, train acc 0.49, test acc 0.472
iter 1063, avg loss train 1.6120036612613167, test loss 1.5077432833394384, train acc 0.58, test acc 0.4709
iter 1064, avg loss train 1.6118115468796426, test loss 1.593520641233999, train acc 0.48, test acc 0.4567
iter 1065, avg loss train 1.6116269723295151, test loss 1.534098366446385, train acc 0.52, test acc 0.4636
iter 1066, avg loss train 1.611378945722807, test loss 1.5206155965960277, train acc 0.56, test acc 0.4628
iter 1067, avg loss train 1.6111702333264466, test loss 1.506473677383838, train acc 0.505, test acc 0.4714
iter 1068, avg loss train 1.6111045560626258, test loss 1.5288337336568878, train acc 0.46, test acc 0.4669
iter 1069, avg loss train 1.611059496422377, test loss 1.6070846913921897, train acc 0.43, test acc 0.4412
iter 1070, avg loss train 1.6110356919694886, test loss 1.6343444672969838, train acc 0.485, test acc 0.4457
iter 1071, avg loss train 1.6109489855061716, test loss 1.6075576843541945, train acc 0.455, test acc 0.4487
iter 1072, avg loss train 1.6108962457761837, test loss 1.6400902149446033, train acc 0.42, test acc 0.4321
iter 1073, avg loss train 1.6109095274791856, test loss 1.7027911673868756, train acc 0.43, test acc 0.4339
iter 1074, avg loss train 1.6108493099306809, test loss 1.585491239487119, train acc 0.46, test acc 0.4556
iter 1075, avg loss train 1.6107562870663368, test loss 1.6814396004697225, train acc 0.48, test acc 0.4379
iter 1076, avg loss train 1.6106526774168388, test loss 1.5691488414841563, train acc 0.505, test acc 0.4606
iter 1077, avg loss train 1.6103756673169434, test loss 1.4907360394338407, train acc 0.555, test acc 0.4832
iter 1078, avg loss train 1.6102066082543913, test loss 1.5131457828865598, train acc 0.505, test acc 0.4727
iter 1079, avg loss train 1.6099658960190921, test loss 1.5112944350039526, train acc 0.525, test acc 0.4752
iter 1080, avg loss train 1.609713419703581, test loss 1.5236657248475278, train acc 0.52, test acc 0.4706
iter 1081, avg loss train 1.6095844181775052, test loss 1.595195415470481, train acc 0.445, test acc 0.4668
iter 1082, avg loss train 1.609393257349962, test loss 1.5560254937092328, train acc 0.545, test acc 0.4599
iter 1083, avg loss train 1.6093178669722508, test loss 1.516089677670947, train acc 0.45, test acc 0.4733
iter 1084, avg loss train 1.6090011211660094, test loss 1.5972591522159898, train acc 0.57, test acc 0.4557
iter 1085, avg loss train 1.6089213444151842, test loss 1.8864810581478615, train acc 0.455, test acc 0.4131
iter 1086, avg loss train 1.6090729777761996, test loss 1.635005221201476, train acc 0.4, test acc 0.4466
iter 1087, avg loss train 1.6090546453217403, test loss 1.6160488978404168, train acc 0.465, test acc 0.4469
iter 1088, avg loss train 1.608913089081137, test loss 1.5681652707172584, train acc 0.46, test acc 0.4551
iter 1089, avg loss train 1.6087566850534134, test loss 1.479314132734914, train acc 0.47, test acc 0.4907
iter 1090, avg loss train 1.608598354202929, test loss 1.4963263738103794, train acc 0.5, test acc 0.4788
iter 1091, avg loss train 1.6084508588587614, test loss 1.6525476482921275, train acc 0.435, test acc 0.4405
iter 1092, avg loss train 1.6084297455022227, test loss 1.5205229298843452, train acc 0.475, test acc 0.4727
iter 1093, avg loss train 1.6082944153474903, test loss 1.5777665737260047, train acc 0.475, test acc 0.447
iter 1094, avg loss train 1.6081992663644082, test loss 1.5029513370865093, train acc 0.435, test acc 0.4769
iter 1095, avg loss train 1.608030254981614, test loss 1.502078457056245, train acc 0.515, test acc 0.4704
iter 1096, avg loss train 1.6079250164466117, test loss 1.5682229325301658, train acc 0.465, test acc 0.4561
iter 1097, avg loss train 1.6077137403406236, test loss 1.5198949697553872, train acc 0.55, test acc 0.4647
iter 1098, avg loss train 1.607477114813846, test loss 1.5724834706124518, train acc 0.555, test acc 0.4571
iter 1099, avg loss train 1.60731343894909, test loss 1.5491742197228653, train acc 0.53, test acc 0.4596
iter 1100, avg loss train 1.6072964570945776, test loss 1.5262228881892672, train acc 0.44, test acc 0.4735
iter 1101, avg loss train 1.6072138212859572, test loss 1.591476447186825, train acc 0.445, test acc 0.4483
iter 1102, avg loss train 1.6070690253703386, test loss 1.5246044859796206, train acc 0.495, test acc 0.4739
iter 1103, avg loss train 1.6069578061785015, test loss 1.5037975924527922, train acc 0.44, test acc 0.4695
iter 1104, avg loss train 1.6069336543799784, test loss 1.6026219414028247, train acc 0.42, test acc 0.4444
iter 1105, avg loss train 1.6067941583531196, test loss 1.5773540578609726, train acc 0.505, test acc 0.4483
iter 1106, avg loss train 1.6067058577814115, test loss 1.616411322379672, train acc 0.455, test acc 0.4486
iter 1107, avg loss train 1.6067429276985228, test loss 1.5858826073225163, train acc 0.46, test acc 0.4438
iter 1108, avg loss train 1.606591483279297, test loss 1.5858796620219495, train acc 0.48, test acc 0.4484
iter 1109, avg loss train 1.6065617213858643, test loss 1.6516255225102774, train acc 0.445, test acc 0.4265
iter 1110, avg loss train 1.6064668599708503, test loss 1.6774033159661992, train acc 0.47, test acc 0.4285
iter 1111, avg loss train 1.6063588400823345, test loss 1.7199819591472445, train acc 0.505, test acc 0.4277
iter 1112, avg loss train 1.606355480011519, test loss 1.7345335997976354, train acc 0.435, test acc 0.4159
